,elec_Bus_NDE,elec_Bus_SDE
2050-01-01 00:00:00+00:00,-36458.333,35000.0
2050-01-01 01:00:00+00:00,-36458.333,35000.0
2050-01-01 02:00:00+00:00,-36458.333,35000.0
2050-01-01 03:00:00+00:00,-36458.333,35000.0
2050-01-01 04:00:00+00:00,-36458.333,35000.0
2050-01-01 05:00:00+00:00,-36458.333,35000.0
2050-01-01 06:00:00+00:00,-22584.643,21681.257
2050-01-01 07:00:00+00:00,-26920.86,25844.026
2050-01-01 08:00:00+00:00,-23294.989,22363.189
2050-01-01 09:00:00+00:00,-21075.484,20232.465
2050-01-01 10:00:00+00:00,-24448.637,23470.691
2050-01-01 11:00:00+00:00,-29514.604,28334.02
2050-01-01 12:00:00+00:00,-36458.333,35000.0
2050-01-01 13:00:00+00:00,-36458.333,35000.0
2050-01-01 14:00:00+00:00,-36458.333,35000.0
2050-01-01 15:00:00+00:00,-36458.333,35000.0
2050-01-01 16:00:00+00:00,-36458.333,35000.0
2050-01-01 17:00:00+00:00,-36458.333,35000.0
2050-01-01 18:00:00+00:00,-36458.333,35000.0
2050-01-01 19:00:00+00:00,-36458.333,35000.0
2050-01-01 20:00:00+00:00,-36458.333,35000.0
2050-01-01 21:00:00+00:00,-36458.333,35000.0
2050-01-01 22:00:00+00:00,-36458.333,35000.0
2050-01-01 23:00:00+00:00,-36458.333,35000.0
2050-01-02 00:00:00+00:00,-36458.333,35000.0
2050-01-02 01:00:00+00:00,-36458.333,35000.0
2050-01-02 02:00:00+00:00,-36458.333,35000.0
2050-01-02 03:00:00+00:00,-36458.333,35000.0
2050-01-02 04:00:00+00:00,-36458.333,35000.0
2050-01-02 05:00:00+00:00,-36458.333,35000.0
2050-01-02 06:00:00+00:00,-36458.333,35000.0
2050-01-02 07:00:00+00:00,-36458.333,35000.0
2050-01-02 08:00:00+00:00,-35185.302,33777.89
2050-01-02 09:00:00+00:00,-36458.333,35000.0
2050-01-02 10:00:00+00:00,-28038.928,26917.37
2050-01-02 11:00:00+00:00,-32540.793,31239.161
2050-01-02 12:00:00+00:00,-34078.217,32715.088
2050-01-02 13:00:00+00:00,-36458.333,35000.0
2050-01-02 14:00:00+00:00,-36458.333,35000.0
2050-01-02 15:00:00+00:00,-36458.333,35000.0
2050-01-02 16:00:00+00:00,-36458.333,35000.0
2050-01-02 17:00:00+00:00,-36458.333,35000.0
2050-01-02 18:00:00+00:00,-35834.964,34401.566
2050-01-02 19:00:00+00:00,-33250.451,31920.433
2050-01-02 20:00:00+00:00,-31959.522,30681.141
2050-01-02 21:00:00+00:00,-30852.315,29618.222
2050-01-02 22:00:00+00:00,-32403.868,31107.713
2050-01-02 23:00:00+00:00,-28550.279,27408.268
2050-01-03 00:00:00+00:00,-30730.139,29500.934
2050-01-03 01:00:00+00:00,-25265.471,24254.852
2050-01-03 02:00:00+00:00,-27295.131,26203.325
2050-01-03 03:00:00+00:00,-24111.695,23147.227
2050-01-03 04:00:00+00:00,-23772.013,22821.133
2050-01-03 05:00:00+00:00,-16156.608,15510.344
2050-01-03 06:00:00+00:00,-12196.589,11708.726
2050-01-03 07:00:00+00:00,-10724.735,10295.746
2050-01-03 08:00:00+00:00,-10155.181,9748.9736
2050-01-03 09:00:00+00:00,-9724.2787,9335.3075
2050-01-03 10:00:00+00:00,-9193.5596,8825.8172
2050-01-03 11:00:00+00:00,-8873.7069,8518.7587
2050-01-03 12:00:00+00:00,-8665.3746,8318.7596
2050-01-03 13:00:00+00:00,-11494.003,11034.243
2050-01-03 14:00:00+00:00,-8555.7503,8213.5203
2050-01-03 15:00:00+00:00,-13272.003,12741.123
2050-01-03 16:00:00+00:00,-10181.352,9774.0975
2050-01-03 17:00:00+00:00,-10255.028,9844.8265
2050-01-03 18:00:00+00:00,-11758.454,11288.116
2050-01-03 19:00:00+00:00,-13673.582,13126.638
2050-01-03 20:00:00+00:00,-15650.377,15024.362
2050-01-03 21:00:00+00:00,-17951.904,17233.828
2050-01-03 22:00:00+00:00,-20848.882,20014.927
2050-01-03 23:00:00+00:00,-23723.335,22774.401
2050-01-04 00:00:00+00:00,-25859.342,24824.969
2050-01-04 01:00:00+00:00,-28819.488,27666.709
2050-01-04 02:00:00+00:00,-31926.711,30649.642
2050-01-04 03:00:00+00:00,-36199.509,34751.528
2050-01-04 04:00:00+00:00,-36458.333,35000.0
2050-01-04 05:00:00+00:00,-36458.333,35000.0
2050-01-04 06:00:00+00:00,-36458.333,35000.0
2050-01-04 07:00:00+00:00,-36458.333,35000.0
2050-01-04 08:00:00+00:00,-36458.333,35000.0
2050-01-04 09:00:00+00:00,-36458.333,35000.0
2050-01-04 10:00:00+00:00,-35293.265,33881.535
2050-01-04 11:00:00+00:00,-34206.947,32838.669
2050-01-04 12:00:00+00:00,-36458.333,35000.0
