timeindex,hydro_SDE,onshore_SDE,pv_SDE,chp_SDE,hydrogen_SDE,li-ion_SDE,redox_SDE,phs_SDE,import,electricity_SDE,excess_SDE
2050-01-01 00:00:00+00:00,2020.9768,19051.419,0.0,13255.986,0.0,0.0,0.0,8227.0,20000.0,43021.94177547858,0.0
2050-01-01 01:00:00+00:00,2025.8691,21461.019,0.0,6127.7576,0.0,5491.9901,0.0,8227.0,20000.0,41571.71339892055,0.0
2050-01-01 02:00:00+00:00,2030.7615,24701.516,0.0,7004.1773,0.0,0.0,0.0,8227.0,20000.0,39796.713037347596,0.0
2050-01-01 03:00:00+00:00,2035.6538,26733.577,0.0,5232.1533,0.0,0.0,0.0,8227.0,20000.0,38236.72795227261,0.0
2050-01-01 04:00:00+00:00,2040.5462,30084.168,0.0,4636.1775,0.0,0.0,0.0,8227.0,20000.0,37316.39074793941,0.0
2050-01-01 05:00:00+00:00,2045.4385,32546.218,0.0,16879.488,0.0,-5073.7945,0.0,0.0,20000.0,35916.54254417009,0.0
2050-01-01 06:00:00+00:00,2050.3309,35020.212,0.0,34311.804,0.0,-23099.4,0.0,0.0,20000.0,33335.45990918453,0.0
2050-01-01 07:00:00+00:00,2055.2232,35978.34,1035.2445,22162.69,0.0,-11323.296,0.0,0.0,20000.0,33354.35244327991,0.0
2050-01-01 08:00:00+00:00,2060.1156,36411.445,11317.635,22121.618,0.0,-23099.4,0.0,0.0,20000.0,33911.2329499267,0.0
2050-01-01 09:00:00+00:00,2065.008,33685.066,23592.677,15383.462,0.0,-23099.4,0.0,0.0,20000.0,36009.20600755314,0.0
2050-01-01 10:00:00+00:00,2069.9003,30998.673,32178.201,10955.089,0.0,-23099.4,0.0,0.0,20000.0,38466.137540462274,0.0
2050-01-01 11:00:00+00:00,2074.7927,31266.637,33851.716,10174.826,0.0,-23099.4,0.0,0.0,20000.0,41167.772617733506,0.0
2050-01-01 12:00:00+00:00,2079.685,29188.877,28527.602,12248.231,0.0,-19372.917,0.0,0.0,20000.0,42190.66937473782,0.0
2050-01-01 13:00:00+00:00,2084.5774,27357.269,18393.103,9549.8707,0.0,-5271.1228,0.0,0.0,20000.0,41632.88930547798,0.0
2050-01-01 14:00:00+00:00,2089.4697,26946.494,6320.44,16305.671,0.0,0.0,0.0,0.0,20000.0,41181.26728494448,0.0
2050-01-01 15:00:00+00:00,2094.3621,28137.792,54.486552,21291.767,0.0,0.0,0.0,0.0,20000.0,41097.600266368725,0.0
2050-01-01 16:00:00+00:00,2099.2544,28148.698,0.0,22759.093,0.0,0.0,0.0,0.0,20000.0,42526.23709352151,0.0
2050-01-01 17:00:00+00:00,2104.1468,26972.46,0.0,27643.275,0.0,0.0,0.0,0.0,20000.0,46239.07363141524,0.0
2050-01-01 18:00:00+00:00,2109.0391,25188.11,0.0,30113.66,0.0,0.0,0.0,0.0,20000.0,46930.00124755885,0.0
2050-01-01 19:00:00+00:00,2113.9315,23750.139,0.0,30807.23,0.0,0.0,0.0,0.0,20000.0,46190.492747587996,0.0
2050-01-01 20:00:00+00:00,2118.8238,22529.241,0.0,29772.904,0.0,624.67274,0.0,0.0,20000.0,44564.83353355186,0.0
2050-01-01 21:00:00+00:00,2123.7162,22620.639,0.0,16550.447,0.0,13154.374,0.0,0.0,20000.0,43968.36866975277,0.0
2050-01-01 22:00:00+00:00,2128.6085,22942.092,0.0,0.0,0.0,23099.4,0.0,4973.6475,20000.0,44500.9587754199,0.0
2050-01-01 23:00:00+00:00,2133.5009,23130.602,0.0,0.0,0.0,21052.537,0.0,0.0,20000.0,42256.343503698925,0.0
2050-01-02 00:00:00+00:00,2138.3932,23247.966,0.0,0.0,0.0,8253.634,0.0,8227.0,20000.0,39538.51482577447,0.0
2050-01-02 01:00:00+00:00,2145.4937,23693.015,0.0,0.0,0.0,7684.2709,0.0,6895.0948,20000.0,37522.40949776235,0.0
2050-01-02 02:00:00+00:00,2152.5943,24077.824,0.0,0.0,0.0,5068.8777,0.0,8227.0,20000.0,36425.74181147037,0.0
2050-01-02 03:00:00+00:00,2159.6948,23457.248,0.0,0.0,0.0,6591.4447,0.0,8227.0,20000.0,35725.81766865183,0.0
2050-01-02 04:00:00+00:00,2166.7953,22677.244,0.0,0.0,0.0,11092.929,0.0,8227.0,20000.0,35452.325500906314,0.0
2050-01-02 05:00:00+00:00,2173.8958,22123.14,0.0,20724.757,0.0,0.0,0.0,0.0,20000.0,34540.98474138046,0.0
